time,mean,std,cv,ci_lower,ci_upper
18.8,0.0005257198244360637,1.5878442859093224e-05,0.030203241576681892,0.0005242568484991434,0.0005271076672118206
18.900000000000002,0.0005286516033165596,1.5912091448672385e-05,0.03009939126041794,0.0005271807334024293,0.00053004412731772
19.0,0.0005315963383418645,1.600673950590573e-05,0.030110703086919967,0.0005301427340583227,0.0005329988119291897
19.1,0.0005342247090715845,1.5981013739578318e-05,0.029914403935660923,0.0005327662057852462,0.0005356200571465653
19.200000000000003,0.0005369104121260622,1.601030087202862e-05,0.029819315309291362,0.0005354381040082305,0.0005382995556594411
19.3,0.0005395638003503478,1.611966410228464e-05,0.02987536245355577,0.0005380918770176693,0.0005409732644766554
19.400000000000002,0.0005421066968213326,1.6086185827595433e-05,0.029673468197160296,0.00054066968198396,0.0005434812230437338
19.5,0.0005447775650237093,1.6060159881828715e-05,0.02948021525286152,0.0005433577221334543,0.0005461724052167824
19.6,0.000547430805621467,1.6111715071323645e-05,0.029431509710223437,0.0005459674782334749,0.0005488611672045574
19.700000000000003,0.0005499474916234069,1.608356558741522e-05,0.02924563859712797,0.0005485076901460839,0.0005513678555887933
19.8,0.0005526582145682834,1.611424509381824e-05,0.029157704832825298,0.0005511676335770864,0.0005540894236261838
19.900000000000002,0.0005552499760486703,1.6206705664113488e-05,0.029188124922481566,0.0005537736694376938,0.0005566950207735187
20.0,0.0005579078489648799,1.6342368332200014e-05,0.029292235917671702,0.000556419404161773,0.0005593228600547323
20.1,0.000560612149289335,1.6389347826483035e-05,0.029234735364296223,0.0005591075411536358,0.0005620280944867678
20.200000000000003,0.0005633249227694739,1.642076185326431e-05,0.029149716601450777,0.0005618112116056482,0.0005647646845342139
20.3,0.0005659869602262656,1.6386853669077338e-05,0.028952705310607046,0.0005645002328093152,0.0005674315970238136
20.400000000000002,0.000568681085389342,1.6373371187311774e-05,0.028791833609345216,0.0005671760734706573,0.0005700815216263353
20.5,0.0005713575090502439,1.6430307849350053e-05,0.02875661488489374,0.0005698577885358221,0.0005728054978510816
20.6,0.0005740549543112733,1.6440834153488275e-05,0.02863982625707549,0.0005725602202323164,0.0005754899267981526
20.700000000000003,0.0005768376026674497,1.6359917560490994e-05,0.028361392330940993,0.000575370406509163,0.0005782532325023773
20.8,0.0005795154328581653,1.6337243558012327e-05,0.028191213955143832,0.0005780454528172422,0.0005809468142630551
20.900000000000002,0.0005822706913874949,1.6389785998226295e-05,0.02814805251346417,0.000580801616001941,0.0005836678153525324
21.0,0.0005849821603261544,1.642869619406044e-05,0.028084097786675557,0.0005834838723745834,0.0005863810283443623
21.1,0.0005877570799547951,1.644381569281418e-05,0.02797723116168824,0.0005862719584187214,0.0005892251035947606
21.200000000000003,0.0005904931742343173,1.6461243737340827e-05,0.027877110956762284,0.0005889655719626057,0.0005919827520401802
21.3,0.0005932757303433284,1.648136853479069e-05,0.027780284430736664,0.0005917596924232897,0.000594776515858933
21.400000000000002,0.0005960753889751049,1.6559558849127614e-05,0.02778098065347104,0.0005945788901214124,0.0005976074220431625
21.5,0.0005988147752774887,1.662292244086352e-05,0.027759706552264868,0.000597332280856372,0.0006003461973403626
21.6,0.0006015769224386035,1.675156046689736e-05,0.027846082258261844,0.000600045816211099,0.0006031199077180313
21.700000000000003,0.0006044162802853561,1.6757767932083628e-05,0.027725540291820026,0.0006028715749933335,0.0006059710078603303
21.8,0.0006072827182892346,1.6821807731884925e-05,0.027700125864396966,0.0006057471679074371,0.0006087871649593642
21.900000000000002,0.0006101133838821648,1.684738707979854e-05,0.027613534672191988,0.0006085630071036079,0.0006116066383605211
22.0,0.000612987457285277,1.678274953471391e-05,0.027378618167881077,0.0006114904219010378,0.0006144973999695717
22.1,0.0006158770673290162,1.6848373105610696e-05,0.027356714512329607,0.0006143391282268886,0.0006173462674810345
22.200000000000003,0.0006187897239370328,1.6855217228944627e-05,0.027239006365043953,0.0006172605739552778,0.0006202517378056343
22.3,0.0006217482744441216,1.6922103490055943e-05,0.027216968965752687,0.0006202788583514413,0.0006232277849196501
22.400000000000002,0.0006246578508795387,1.6883615809438975e-05,0.02702858178387783,0.0006231908598681428,0.0006261311836550232
22.5,0.0006275805649163399,1.6935291875359144e-05,0.026985048330196004,0.0006260991785380288,0.0006290415208154201
22.6,0.0006305998059010186,1.7009908694679238e-05,0.026974173692259556,0.000629097127398088,0.0006320949882622376
22.700000000000003,0.0006337409915269348,1.7076447107063087e-05,0.02694546721038056,0.0006322629103138152,0.0006352506450293311
22.8,0.0006367254082376747,1.710913426070378e-05,0.026870506562724352,0.0006352673688401611,0.0006382460714006199
22.900000000000002,0.0006398118579166906,1.714678184607369e-05,0.026799725003387415,0.0006383243246577496,0.0006413153095062746
23.0,0.0006429631799994177,1.712558389040114e-05,0.02663540374180781,0.0006414710697715208,0.000644462516462112
23.1,0.0006462743595986903,1.7278640191675313e-05,0.02673576621917143,0.0006447705203592012,0.0006478016872539521
23.200000000000003,0.0006494953695618165,1.7301868380396862e-05,0.02663894030848843,0.0006480005079861904,0.0006510584755771527
23.3,0.0006528157336212586,1.7474218946797052e-05,0.02676745986170578,0.0006512981767068302,0.0006544176581136483
23.400000000000002,0.0006560523047947588,1.7508066681213843e-05,0.02668699820617369,0.0006544921820367407,0.0006576521619071511
23.5,0.0006592991120352704,1.7506029280125526e-05,0.026552484237517084,0.00065776037939617,0.0006608839623678666
23.6,0.0006625042221158374,1.7673775350908767e-05,0.02667722674198829,0.0006609408530758438,0.0006640755508511603
23.700000000000003,0.0006658524152719792,1.7743397867164324e-05,0.02664764362222328,0.0006643239307247025,0.0006674382799677806
23.8,0.0006692408474444802,1.772761120936805e-05,0.026489135080534246,0.0006677349091096901,0.000670821050781638
23.900000000000002,0.0006726798619071875,1.768387381296106e-05,0.026288692161563442,0.0006711933278657878,0.0006742646627467448
24.0,0.0006761283938611531,1.759311388685101e-05,0.02602037430551076,0.0006746598723659579,0.000677680299801997
